patent_number,patent_title,patent_date,patent_num_claims,patent_num_combined_citations,inventor_last_name,inventor_first_name,assignee_organization
5770482,Multi-level transistor fabrication method with a patterned upper transistor substrate and interconnection thereto,1998-06-23,18,3,Cheek,Jon D.,"Advanced Micro Devices, Inc."
5770483,Multi-level transistor fabrication method with high performance drain-to-gate connection,1998-06-23,18,3,Gardner,Mark I.,"Advanced Micro Devices, Inc."
5770485,MOSFET device with an amorphized source and fabrication method thereof,1998-06-23,17,13,Gardner,Mark I.,"Advanced Micro Devices, Inc."
5770493,Method of making NMOS and PMOS devices with simultaneously formed gates having different gate lengths,1998-06-23,20,0,"Fulford, Jr.",H. Jim,"Advanced Micro Devices, Inc."
5770517,Semiconductor fabrication employing copper plug formation within a contact area,1998-06-23,16,6,Hause,Fred N.,"Advanced Micro Devices, Inc."
5770518,Semiconductor device and method of manufacturing without undercutting conductive lines,1998-06-23,19,8,Shen,Lewis N.,"Advanced Micro Devices, Inc."
5770519,Copper reservoir for reducing electromigration effects associated with a conductive via in a semiconductor device,1998-06-23,19,10,Erb,Darrell M.,"Advanced Micro Devices, Inc."
5771360,PCI bus to target integrated circuit interconnect mechanism allowing multiple bus masters and two different protocols on the same bus,1998-06-23,26,3,Gulick,Dale E.,"Advanced Micro Devices, Inc."
5771362,Processor having a bus interconnect which is dynamically reconfigurable in response to an instruction field,1998-06-23,18,2,Bartkowiak,John G.,"Advanced Micro Devices, Inc."
5771393,Servo loop control apparatus having master processor to control the apparatus and second processor dedicated to specific preprogrammed servo loop control tasks,1998-06-23,22,27,Stewart,Brett B.,"Advanced Micro Devices, Inc."
5771394,Apparatus having signal processors for providing respective signals to master processor to notify that newly written data can be obtained from one or more memories,1998-06-23,15,20,Asghar,Safdar M.,"Advanced Micro Devices, Inc."
5774005,Latching methodology,1998-06-30,33,8,Burd,Robert C.,"Advanced Micro Devices, Inc."
5774395,Electrically erasable reference cell for accurately determining threshold voltage of a non-volatile memory at a plurality of threshold voltage levels,1998-06-30,26,0,Richart,Robert B.,"Advanced Micro Devices, Inc."
5774544,Method an apparatus for encrypting and decrypting microprocessor serial numbers,1998-06-30,13,5,Lee,Sherman,"Advanced Micro Devices, Inc."
5774600,Method of pixel averaging in a video processing apparatus,1998-06-30,30,30,Strongin,Geoffrey S.,"Advanced Micro Devices, Inc."
5774658,Arrangement for accessing media in a network having universal multiple access nodes and carrier sense nodes,1998-06-30,23,4,Mangin,Jim,"Advanced Micro Devices, Inc."
5774683,Interconnect bus configured to implement multiple transfer protocols,1998-06-30,18,9,Gulick,Dale E.,"Advanced Micro Devices, Inc."
5774710,Cache line branch prediction scheme that shares among sets of a set associative cache,1998-06-30,15,3,Chung,Shine,"Advanced Micro Devices, Inc."
5774836,System and method for performing pitch estimation and error checking on low estimated pitch values in a correlation based pitch estimator,1998-06-30,19,11,Ireton,Mark A.,"Advanced Micro Devices, Inc."
5776811,Simplified process for fabricating flash eeprom cells,1998-07-07,7,4,Chen,Jian Fei,"Advanced Micro Devices, Inc."
5776834,Bias plasma deposition for selective low dielectric insulation,1998-07-07,10,6,Erb,Darrell M.,"Advanced Micro Devices, Inc."
5777370,Trench isolation of field effect transistors,1998-07-07,10,15,Stolmeijer,Andre N.,"Advanced Micro Devices, Inc."
5777901,Method and system for automated die yield prediction in semiconductor manufacturing,1998-07-07,27,7,Quintanilla,Reuben,"Advanced Micro Devices, Inc."
5778039,Method and apparatus for the detection of light elements on the surface of a semiconductor substrate using x-ray fluorescence (XRF),1998-07-07,13,5,Hossain,Tim Z.,"Advanced Micro Devices, Inc."
5778200,Bus arbiter including aging factor counters to dynamically vary arbitration priority,1998-07-07,19,31,Gulick,Dale E.,"Advanced Micro Devices, Inc."
5778218,Method and apparatus for clock synchronization across an isochronous bus by adjustment of frame clock rates,1998-07-07,20,4,Gulick,Dale E.,"Advanced Micro Devices, Inc."
5778236,Multiprocessing interrupt controller on I/O bus,1998-07-07,7,20,Gephardt,Douglas D.,"Advanced Micro Devices, Inc."
5778337,Dispersed impulse generator system and method for efficiently computing an excitation signal in a speech production model,1998-07-07,27,10,Ireton,Mark A.,"Advanced Micro Devices, Inc."
5778431,System and apparatus for partially flushing cache memory,1998-07-07,8,26,Mudgett,Dan S.,"Advanced Micro Devices, Inc."
5780204,Backside wafer polishing for improved photolithography,1998-07-14,22,9,Early,Kathleen R.,"Advanced Micro Devices, Inc."
5780340,Method of forming trench transistor and isolation trench,1998-07-14,25,22,Gardner,Mark I.,"Advanced Micro Devices, Inc."
5780353,Method of doping trench sidewalls before trench etching,1998-07-14,17,19,Omid-Zohoor,Farrokh Kia,"Advanced Micro Devices, Inc."
5780861,Adjustable blade reticle assembly,1998-07-14,23,4,Apelgren,Eric M.,"Advanced Micro Devices, Inc."
5781030,Programmable uniform symmetrical distribution logic allocator for a high-density complex PLD,1998-07-14,7,14,Agrawal,Om P.,"Advanced Micro Devices, Inc."
5781053,Positive edge triggered flip flop,1998-07-14,10,5,Ramirez,Sergio R.,"Advanced Micro Devices, Inc."
5781187,Interrupt transmission via specialized bus cycle within a symmetrical multiprocessing system,1998-07-14,14,21,Mahalingaiah,Rupaka,"Advanced Micro Devices, Inc."
5781753,Semi-autonomous RISC pipelines for overlapped execution of RISC-like instructions within the multiple superscalar execution units of a processor having distributed pipeline control for speculative and out-of-order execution of complex instructions,1998-07-14,61,36,"McFarland, Jr.",Harold L.,"Advanced Micro Devices, Inc."
5781789,Superscaler microprocessor employing a parallel mask decoder,1998-07-14,18,20,Narayan,Rammohan,"Advanced Micro Devices, Inc."
5781792,CPU with DSP having decoder that detects and converts instruction sequences intended to perform DSP function into DSP function identifier,1998-07-14,16,12,Ireton,Mark A.,"Advanced Micro Devices, Inc."
5783458,Asymmetrical p-channel transistor having nitrided oxide patterned to allow select formation of a grown sidewall spacer,1998-07-21,15,10,Hause,Fred N.,"Advanced Micro Devices, Inc."
5783481,Semiconductor interlevel dielectric having a polymide for producing air gaps,1998-07-21,17,5,Bandyopadhyay,Basab,"Advanced Micro Devices, Inc."
5783864,Multilevel interconnect structure of an integrated circuit having air gaps and pillars separating levels of interconnect,1998-07-21,5,6,Brennan,William S.,"Advanced Micro Devices, Inc."
5784374,Contention resolution system in ATM switch,1998-07-21,17,6,Runaldue,Thomas,"Advanced Micro Devices, Inc."
5784375,Rotating priority arrangement in an ethernet network,1998-07-21,26,9,Mangin,Jim,"Advanced Micro Devices, Inc."
5784494,Method and apparatus for prestoring dequantization information for DCT VLC decoding,1998-07-21,6,12,Liu,Yi Bo,"Advanced Micro Devices, Inc."
5784592,Computer system which includes a local expansion bus and a dedicated real-time bus for increased multimedia performance,1998-07-21,20,36,Hewitt,Larry D.,"Advanced Micro Devices, Inc."
5784627,Integrated timer for power management and watchdog functions,1998-07-21,19,9,MacDonald,James R.,"Advanced Micro Devices, Inc."
5784640,CPU with DSP function preprocessor having look-up table for translating instruction sequences intended to perform DSP function into DSP macros,1998-07-21,18,16,Ireton,Mark A.,"Advanced Micro Devices, Inc."
5785236,Advanced copper interconnect system that is compatible with existing IC wire bonding technology,1998-07-28,22,6,Cheung,Robin W.,"Advanced Micro Devices, Inc."
5786254,Hot-carrier reliability in submicron MOS devices by oxynitridation,1998-07-28,3,4,Hao,Ming-Yin Yin,"Advanced Micro Devices, Inc."
5786705,Method for evaluating the effect of a barrier layer on electromigration for plug and non-plug interconnect systems,1998-07-28,11,7,Pham,Van Hung,"Advanced Micro Devices, Inc."
5787190,Method and apparatus for pattern recognition of wafer test bins,1998-07-28,3,5,Peng,Yeng-Kaung,"Advanced Micro Devices, Inc."
5787266,Apparatus and method for accessing special registers without serialization,1998-07-28,19,16,Mahalingaiah,Rupaka,"Advanced Micro Devices, Inc."
5787273,Multiple parallel identical finite state machines which share combinatorial logic,1998-07-28,21,6,Runaldue,Thomas,"Advanced Micro Devices, Inc."
5787474,Dependency checking structure for a pair of caches which are accessed from different pipeline stages of an instruction processing pipeline,1998-07-28,28,13,Pflum,Marty L.,"Advanced Micro Devices, Inc."
5789269,Field implant for semiconductor device,1998-08-04,14,11,Mehta,Sunil D.,"Advanced Micro Devices, Inc."
5789295,Method of eliminating or reducing poly1 oxidation at stacked gate edge in flash EPROM process,1998-08-04,22,2,Liu,David,"Advanced Micro Devices, Inc."
5789298,High performance mosfet structure having asymmetrical spacer formation and method of making the same,1998-08-04,10,6,Gardner,Mark I.,"Advanced Micro Devices, Inc."
5789300,Method of making IGFETs in densely and sparsely populated areas of a substrate,1998-08-04,20,10,"Fulford, Jr.",H. Jim,"Advanced Micro Devices, Inc."
5789308,Manufacturing method for wafer slice starting material to optimize extrinsic gettering during semiconductor fabrication,1998-08-04,15,11,Pickelsimer,Bruce L.,"Advanced Micro Devices, Inc."
5789310,Method of forming shallow junctions by entrapment of interstitial atoms,1998-08-04,3,10,Ivanov,Igor,"Advanced Micro Devices, Inc."
5789315,Eliminating metal extrusions by controlling the liner deposition temperature,1998-08-04,22,4,Besser,Paul R.,"Advanced Micro Devices, Inc."
5789780,Transistor with source and drain regions within the semiconductor substrate detached or laterally displaced from the transistor gate,1998-08-04,5,3,"Fulford, Jr.",H. Jim,"Advanced Micro Devices, Inc."
5789787,Asymmetrical N-channel and P-channel devices,1998-08-04,24,39,Kadosh,Daniel,"Advanced Micro Devices, Inc."
5789802,Dopant profile spreading for arsenic source/drain,1998-08-04,14,4,Tripsas,Nicholas H.,"Advanced Micro Devices, Inc."
5789939,Method for providing a plurality of hierarchical signal paths in a very high-density programmable logic device,1998-08-04,12,16,Agrawal,Om P.,"Advanced Micro Devices, Inc."
5790041,Apparatus and method to display network connection status on a jack panel,1998-08-04,42,9,Lee,Sherman,"Advanced Micro Devices, Inc."
5790456,Multiple bits-per-cell flash EEPROM memory cells with wide program and erase V.sub.t window,1998-08-04,10,4,Haddad,Sameer S.,"Advanced Micro Devices, Inc."
5790663,Method and apparatus for software access to a microprocessor serial number,1998-08-04,11,6,MacDonald,James R.,"Advanced Micro Devices, Inc."
5790783,Method and apparatus for upgrading the software lock of microprocessor,1998-08-04,10,12,Wisor,Michael T.,"Advanced Micro Devices, Inc."
5790811,System and method for performing data transfers during PCI idle clock cycles,1998-08-04,12,1,Hewitt,Larry D.,"Advanced Micro Devices, Inc."
5790815,Computer system having a multimedia bus and comprising a centralized I/O processor which performs intelligent byte slicing,1998-08-04,15,4,Swanstrom,Scott E.,"Advanced Micro Devices, Inc."
5790817,Configurable digital wireless and wired communications system architecture for implementing baseband functionality,1998-08-04,26,6,Spak,Michael E.,"Advanced Micro Devices, Inc."
5790821,Control bit vector storage for storing control vectors corresponding to instruction operations in a microprocessor,1998-08-04,22,19,Pflum,Marty L.,"Advanced Micro Devices, Inc."
5790824,Central processing unit including a DSP function preprocessor which scans instruction sequences for DSP functions,1998-08-04,17,13,Bartkowiak,John G.,"Advanced Micro Devices, Inc."
5790833,"Integrated circuit, having microprocessor and telephony peripheral circuitry, having capability of being placed in partial emulation mode",1998-08-04,13,10,Gulick,Dale E.,"Advanced Micro Devices, Inc."
5790841,Method for placement of clock buffers in a clock distribution system,1998-08-04,9,3,Scherer,Alisa M.,"Advanced Micro Devices, Inc."
5790871,System and method for testing and debugging a multiprocessing interrupt controller,1998-08-04,18,3,Wisor,Michael T.,"Advanced Micro Devices, Inc."
5790880,Microprocessor configured to dynamically connect processing elements according to data dependencies,1998-08-04,16,6,Ireton,Mark A.,"Advanced Micro Devices, Inc."
5792706,Interlevel dielectric with air gaps to reduce permitivity,1998-08-11,20,2,Dawson,Robert,"Advanced Micro Devices, Inc."
5793089,Graded MOS transistor junction formed by aligning a sequence of implants to a selectively removable polysilicon sidewall space and oxide thermally grown thereon,1998-08-11,6,9,Gardner,Mark I.,"Advanced Micro Devices, Inc."
5793090,Integrated circuit having multiple LDD and/or source/drain implant steps to enhance circuit performance,1998-08-11,18,5,"Fulford, Jr.",H. Jim,"Advanced Micro Devices, Inc."
5793249,System for providing tight program/erase speeds that are insensitive to process variations,1998-08-11,6,9,Chen,Jian Fei,"Advanced Micro Devices, Inc."
